RecID,year,fn_code,fn_number,cabin_class,DEPARTURE_AIRPORT,ARRIVAL_AIRPORT,Anzahl Flugsegmente,currencies,IATA_CODE_DEP,IATA_CODE_ARR,EMISSIONS_KGCO2EQ
2028,2019,AD,5070,economy,REC,NAT,1,USD,CNF,SDU,200
2029,2019,AD,5244,economy,MAO,TFF,1,USD,MAO,TFF,200
2030,2019,AD,5245,economy,TFF,MAO,3,USD,TFF,MAO,200
2031,2019,AD,5245,economy,TFF,MAO,1,USD,TFF,MAO,200
2032,2019,AD,6912,economy,NAT,REC,1,USD,NAT,REC,200
2033,2019,AD,6943,economy,REC,MAO,1,USD,CCM,VCP,600
2034,2019,DL,9378,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2035,2019,DL,9581,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2036,2019,DL,9621,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2037,2019,DL,9645,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2038,2019,EK,85,economy,DXB,ZRH,1,USD,DXB,ZRH,900
2039,2019,EK,86,economy,ZRH,DXB,1,USD,ZRH,DXB,900
2040,2019,EK,86,economy,ZRH,DXB,1,USD,ZRH,DXB,900
2041,2019,EK,87,economy,DXB,ZRH,1,USD,DXB,ZRH,900
2042,2019,EK,334,economy,DXB,MNL,1,USD,DXB,MNL,1300
2043,2019,EK,334,economy,DXB,MNL,1,USD,DXB,MNL,1300
2044,2019,EK,335,economy,MNL,DXB,1,USD,MNL,DXB,1300
2045,2019,EK,337,economy,MNL,DXB,1,USD,MNL,DXB,1300
2046,2019,FR,3918,economy,STN,PMO,1,USD,STN,PMO,400
2047,2019,FR,3919,economy,PMO,STN,1,USD,PMO,STN,400
2048,2019,LX,2255,economy,BUD,ZRH,1,USD,MISSING,MISSING,300
2049,2019,SQ,346,economy,SIN,ZRH,2,USD,SIN,ZRH,2000
2050,2019,SQ,918,economy,SIN,MNL,2,USD,SIN,MNL,500
2051,2019,SQ,921,economy,MNL,SIN,2,USD,MNL,SIN,500
2052,2019,SQ,2928,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2053,2019,TP,3,economy,LIS,NAT,1,USD,MISSING,MISSING,1100
2054,2019,TP,4,economy,NAT,LIS,1,USD,NAT,LIS,1100
2055,2019,TP,926,economy,LIS,ZRH,1,USD,LIS,ZRH,400
2056,2019,TP,931,economy,ZRH,LIS,1,USD,ZRH,LIS,400
2057,2019,UX,57,economy,MAD,GRU,2,USD,MAD,GRU,1600
2058,2019,UX,58,economy,GRU,MAD,3,USD,GRU,MAD,1600
2059,2019,UX,83,economy,MAD,SSA,2,USD,MAD,SSA,1300
2060,2019,UX,84,economy,SSA,MAD,1,USD,SSA,MAD,1300
2061,2019,UX,1671,economy,MAD,ZRH,1,USD,MAD,ZRH,300
2062,2019,UX,1672,economy,ZRH,MAD,2,USD,ZRH,MAD,300
2063,2019,UX,1675,economy,MAD,ZRH,3,USD,MAD,ZRH,300
2064,2019,UX,1676,economy,ZRH,MAD,2,USD,ZRH,MAD,300
2065,2019,,,economy,BCN,ZRH,1,USD,MISSING,MISSING,300
2066,2019,EK,87,economy,DXB,ZRH,1,USD,DXB,ZRH,900
2067,2019,EK,88,economy,ZRH,DXB,1,USD,ZRH,DXB,900
2068,2019,EK,420,economy,DXB,PER,1,USD,DXB,PER,1800
2069,2019,EK,421,economy,PER,DXB,1,USD,PER,DXB,1800
2070,2019,GA,121,economy,KNO,CGK,3,USD,KNO,CGK,300
2071,2019,GA,188,economy,CGK,KNO,3,USD,CGK,KNO,300
2072,2019,LH,2244,business,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2073,2019,LH,2245,business,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2074,2019,LH,2369,business,ZRH,MUC,1,USD,ZRH,MUC,200
2075,2019,LH,5788,business,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2076,2019,LX,1952,business,ZRH,BCN,1,USD,ZRH,BCN,300
2077,2019,LX,1953,business,BCN,ZRH,1,USD,BCN,ZRH,300
2078,2019,LX,1953,economy,BCN,ZRH,1,USD,BCN,ZRH,300
2079,2019,SQ,214,business,PER,SIN,1,USD,PER,SIN,1500
2080,2019,SQ,215,business,SIN,PER,1,USD,SIN,PER,1500
2081,2019,SQ,345,business,ZRH,SIN,1,USD,ZRH,SIN,3900
2082,2019,SQ,346,business,SIN,ZRH,1,USD,SIN,ZRH,3900
2083,2019,SQ,952,economy,SIN,CGK,1,USD,SIN,CGK,300
2084,2019,SQ,967,economy,CGK,SIN,1,USD,CGK,SIN,300
2085,2019,TK,56,business,IST,CGK,1,USD,IST,CGK,3500
2086,2019,TK,57,business,CGK,IST,1,USD,CGK,IST,3500
2087,2019,TK,1907,business,IST,ZRH,1,USD,IST,ZRH,600
2088,2019,TK,1910,business,ZRH,IST,1,USD,ZRH,IST,600
2089,2019,VY,1899,economy,DUS,BCN,1,USD,DUS,BCN,300
2090,2019,WK,131,economy,HRG,ZRH,1,USD,HRG,ZRH,600
2091,2019,WK,150,economy,ZRH,RMF,1,USD,ZRH,RMF,700
2092,2019,LX,1484,economy,ZRH,PRG,1,USD,ZRH,PRG,200
2093,2019,LX,1499,economy,PRG,ZRH,1,USD,PRG,ZRH,200
2094,2019,LX,2110,economy,ZRH,AGP,2,USD,ZRH,AGP,400
2095,2019,LX,2115,economy,AGP,ZRH,2,USD,AGP,ZRH,400
2096,2019,TK,1908,economy,ZRH,IST,1,USD,ZRH,IST,400
2097,2019,TK,1911,economy,IST,ZRH,1,USD,IST,ZRH,400
2098,2019,TK,2005,economy,NAV,IST,1,USD,NAV,IST,200
2099,2019,TK,2008,economy,IST,NAV,1,USD,IST,NAV,200
2100,2019,,,economy,MAD,ZRH,1,USD,MISSING,MISSING,300
2101,2019,,,economy,ZRH,MAD,1,USD,MISSING,MISSING,300
2102,2019,9W,432,economy,IXE,BOM,2,USD,IXE,BOM,200
2103,2019,9W,713,economy,CCU,IXB,2,USD,CCU,IXB,200
2104,2019,AF,275,economy,NRT,CDG,1,USD,NRT,CDG,1900
2105,2019,AF,276,economy,CDG,NRT,1,USD,CDG,NRT,1900
2106,2019,AF,641,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2107,2019,AF,1414,economy,CDG,ZRH,1,USD,CDG,ZRH,200
2108,2019,AF,1415,economy,ZRH,CDG,1,USD,ZRH,CDG,200
2109,2019,AF,1814,economy,CDG,ZRH,1,USD,CDG,ZRH,200
2110,2019,AI,9540,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2111,2019,AS,436,economy,SEA,LAX,1,USD,SEA,LAX,400
2112,2019,AY,1512,economy,ZRH,HEL,1,USD,ZRH,HEL,400
2113,2019,AY,1513,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2114,2019,DE,2032,economy,FRA,SEA,1,USD,FRA,SEA,1600
2115,2019,EY,73,economy,AUH,ZRH,2,USD,AUH,ZRH,900
2116,2019,EY,74,economy,ZRH,AUH,2,USD,ZRH,AUH,900
2117,2019,EY,203,economy,BOM,AUH,2,USD,BOM,AUH,400
2118,2019,EY,216,economy,AUH,BLR,2,USD,AUH,BLR,600
2119,2019,IB,2622,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2120,2019,IB,3474,economy,MAD,ZRH,1,USD,MAD,ZRH,300
2121,2019,IB,3477,economy,ZRH,MAD,1,USD,ZRH,MAD,300
2122,2019,IB,5210,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2123,2019,KL,751,economy,AMS,UIO,1,USD,AMS,UIO,1900
2124,2019,KL,1952,economy,ZRH,AMS,1,USD,ZRH,AMS,200
2125,2019,LH,1185,economy,ZRH,FRA,1,USD,ZRH,FRA,200
2126,2019,LX,1947,economy,BCN,GVA,1,USD,BCN,GVA,200
2127,2019,LX,2027,economy,MAD,ZRH,1,USD,MAD,ZRH,300
2128,2019,LX,2032,economy,ZRH,MAD,1,USD,ZRH,MAD,300
2129,2019,VY,6249,economy,ZRH,BCN,1,USD,ZRH,BCN,300
2130,2019,,,economy,PMI,MAD,1,USD,MISSING,MISSING,200
2131,2019,,,economy,ZRH,ATH,1,USD,MISSING,MISSING,400
2132,2019,A,3850,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2133,2019,EJU,1045,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2134,2019,EJU,1046,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2135,2019,EW,753,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2136,2019,EW,762,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2137,2019,FI,568,economy,KEF,ZRH,1,USD,KEF,ZRH,600
2138,2019,FI,569,economy,ZRH,KEF,1,USD,ZRH,KEF,600
2139,2019,FI,678,economy,ANC,KEF,1,USD,ANC,KEF,1000
2140,2019,FI,679,economy,KEF,ANC,1,USD,KEF,ANC,1000
2141,2019,FR,2054,economy,PMI,MAD,1,USD,PMI,MAD,200
2142,2019,FR,2515,economy,MAD,BTS,1,USD,MAD,BTS,400
2143,2019,I,23918,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2144,2019,IB,3921,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2145,2019,LH,1792,economy,MUC,LIS,1,USD,MUC,LIS,400
2146,2019,LH,1793,economy,LIS,MUC,1,USD,LIS,MUC,400
2147,2019,LH,2396,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2148,2019,LH,2399,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2149,2019,LX,19,economy,EWR,ZRH,1,USD,EWR,ZRH,1200
2150,2019,LX,1838,economy,ZRH,ATH,1,USD,ZRH,ATH,400
2151,2019,LX,1841,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2152,2019,SK,602,economy,ZRH,CPH,1,USD,ZRH,CPH,300
2153,2019,SK,602,economy,ZRH,CPH,1,USD,ZRH,CPH,300
2154,2019,SK,609,economy,CPH,ZRH,1,USD,CPH,ZRH,300
2155,2019,SK,609,economy,CPH,ZRH,1,USD,CPH,ZRH,300
2156,2019,SK,944,economy,ORD,CPH,1,USD,ORD,CPH,1300
2157,2019,SK,945,economy,ARN,ORD,1,USD,ARN,ORD,1300
2158,2019,SK,3505,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2159,2019,SK,3508,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2160,2019,SK,8827,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2161,2019,TK,382,economy,IST,TBS,2,USD,IST,TBS,300
2162,2019,TK,383,economy,TBS,IST,2,USD,TBS,IST,300
2163,2019,TK,1911,economy,IST,ZRH,2,USD,IST,ZRH,400
2164,2019,TK,1912,economy,ZRH,IST,2,USD,ZRH,IST,400
2165,2019,U,22047,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2166,2019,U,22198,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2167,2019,UA,45,economy,EWR,TPA,1,USD,EWR,TPA,400
2168,2019,UA,52,economy,IAD,ZRH,1,USD,IAD,ZRH,1300
2169,2019,UA,53,economy,ZRH,IAD,1,USD,ZRH,IAD,1300
2170,2019,UA,4926,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2171,2019,UA,5396,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2172,2019,UA,5637,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2173,2019,UA,6006,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2174,2019,VY,2170,economy,AGP,ZRH,1,USD,AGP,ZRH,400
2175,2019,VY,6243,economy,LTN,FLR,1,USD,LTN,FLR,300
2176,2019,VY,6248,economy,BCN,ZRH,1,USD,BCN,ZRH,300
2177,2019,VY,8349,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2178,2019,IB,3474,economy,MAD,ZRH,1,USD,MAD,ZRH,300
2179,2019,IB,5195,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2180,2019,IB,6586,economy,BOG,MAD,1,USD,BOG,MAD,1600
2181,2019,IB,6589,economy,MAD,MDE,1,USD,MAD,MDE,1600
2182,2019,IB,7841,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2183,2019,IB,8617,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2184,2019,KL,702,economy,EZE,AMS,1,USD,EZE,AMS,2300
2185,2019,KL,751,economy,AMS,UIO,1,USD,AMS,UIO,1900
2186,2019,KL,755,economy,AMS,UIO,1,USD,AMS,UIO,1900
2187,2019,KL,1767,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2188,2019,KL,1952,economy,ZRH,AMS,1,USD,ZRH,AMS,200
2189,2019,KL,1961,economy,AMS,ZRH,1,USD,AMS,ZRH,200
2190,2019,U,26154,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2191,2019,U,26157,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2192,2019,EJU,1125,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2193,2019,EJU,1126,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2194,2019,LX,38,business,ZRH,SFO,1,USD,ZRH,SFO,3500
2195,2019,LX,41,business,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2196,2019,U,21125,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2197,2019,U,21126,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2198,2019,FI,568,economy,KEF,ZRH,1,USD,KEF,ZRH,600
2199,2019,FI,569,economy,ZRH,KEF,1,USD,ZRH,KEF,600
2200,2019,FI,648,economy,IAD,KEF,1,USD,IAD,KEF,900
2201,2019,FI,649,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2202,2019,,,economy,MAN,ZRH,1,USD,MISSING,MISSING,300
2203,2019,,,economy,ZRH,MAN,1,USD,MISSING,MISSING,300
2204,2019,AA,21,economy,JFK,LAX,1,USD,JFK,LAX,800
2205,2019,AA,92,economy,PHL,ZRH,2,USD,PHL,ZRH,1200
2206,2019,AA,93,economy,ZRH,PHL,1,USD,ZRH,PHL,1200
2207,2019,AA,824,economy,BOS,PHL,1,USD,BOS,PHL,200
2208,2019,AA,854,economy,PHL,SEA,1,USD,PHL,SEA,800
2209,2019,AA,1421,economy,TPA,ORD,2,USD,TPA,ORD,400
2210,2019,AA,2533,economy,DFW,FAT,1,USD,DFW,FAT,500
2211,2019,AA,5799,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2212,2019,AA,5981,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2213,2019,AA,6483,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2214,2019,AY,285,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2215,2019,AY,625,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2216,2019,AY,1511,economy,HEL,ZRH,2,USD,HEL,ZRH,400
2217,2019,AY,1512,economy,ZRH,HEL,3,USD,ZRH,HEL,400
2218,2019,AY,1513,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2219,2019,IB,3476,economy,MAD,ZRH,1,USD,MAD,ZRH,300
2220,2019,KL,1081,economy,AMS,MAN,1,USD,AMS,MAN,200
2221,2019,KL,1082,economy,MAN,AMS,1,USD,MAN,AMS,200
2222,2019,KL,1960,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2223,2019,KL,1963,economy,AMS,ZRH,1,USD,AMS,ZRH,200
2224,2019,LX,52,business,ZRH,BOS,1,USD,ZRH,BOS,2200
2225,2019,LX,52,economy,ZRH,BOS,1,USD,ZRH,BOS,1200
2226,2019,LX,53,economy,BOS,ZRH,2,USD,BOS,ZRH,1200
2227,2019,LX,54,economy,ZRH,BOS,1,USD,ZRH,BOS,1200
2228,2019,LX,55,economy,BOS,ZRH,1,USD,BOS,ZRH,1200
2229,2019,LX,380,economy,ZRH,MAN,1,USD,ZRH,MAN,300
2230,2019,LX,381,economy,MAN,ZRH,2,USD,MAN,ZRH,300
2231,2019,LX,394,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2232,2019,LX,725,economy,AMS,ZRH,1,USD,AMS,ZRH,200
2233,2019,SK,842,economy,ZRH,OSL,1,USD,ZRH,OSL,400
2234,2019,SK,3517,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2235,2019,U,21814,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2236,2019,U,21817,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2237,2019,UX,7706,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2238,2019,VY,6247,economy,ZRH,BCN,1,USD,ZRH,BCN,300
2239,2019,AY,229,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2240,2019,AY,1514,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2241,2019,SK,841,economy,OSL,ZRH,1,USD,OSL,ZRH,400
2242,2019,SK,842,economy,ZRH,OSL,1,USD,ZRH,OSL,400
2243,2019,SK,1045,economy,KRN,ARN,1,USD,KRN,ARN,300
2244,2019,SK,1605,economy,ARN,ZRH,1,USD,ARN,ZRH,400
2245,2019,AF,136,economy,CDG,RUH,1,USD,CDG,RUH,900
2246,2019,AF,153,economy,ORD,CDG,1,USD,ORD,CDG,1300
2247,2019,AF,7739,economy,BES,CDG,1,USD,BES,CDG,200
2248,2019,FI,568,economy,KEF,ZRH,1,USD,KEF,ZRH,600
2249,2019,FI,569,economy,ZRH,KEF,1,USD,ZRH,KEF,600
2250,2019,FI,614,economy,JFK,KEF,1,USD,JFK,KEF,800
2251,2019,FI,623,economy,KEF,EWR,1,USD,KEF,EWR,800
2252,2019,OS,562,economy,ZRH,VIE,1,USD,ZRH,VIE,200
2253,2019,OS,565,economy,VIE,ZRH,1,USD,VIE,ZRH,200
2254,2019,SK,606,economy,ZRH,ARN,1,USD,ZRH,ARN,400
2255,2019,SK,2625,economy,ARN,DUS,1,USD,ARN,DUS,300
2256,2019,BA,55,economy,LHR,JNB,1,USD,LHR,JNB,1800
2257,2019,BA,56,economy,JNB,LHR,1,USD,JNB,LHR,1800
2258,2019,BA,710,economy,LHR,ZRH,1,USD,LHR,ZRH,300
2259,2019,BA,713,economy,ZRH,LHR,1,USD,ZRH,LHR,300
2260,2019,BA,6417,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2261,2019,ET,859,economy,ADD,JNB,1,USD,ADD,JNB,800
2262,2019,ET,878,economy,SEZ,ADD,1,USD,SEZ,ADD,500
2263,2019,KL,1953,economy,AMS,ZRH,2,USD,AMS,ZRH,200
2264,2019,KL,1958,economy,ZRH,AMS,1,USD,ZRH,AMS,200
2265,2019,KL,1962,economy,ZRH,AMS,1,USD,ZRH,AMS,200
2266,2019,LX,288,economy,ZRH,JNB,1,USD,ZRH,JNB,1600
2267,2019,LX,289,economy,JNB,ZRH,1,USD,JNB,ZRH,1600
2268,2019,SA,8645,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2269,2019,SA,8767,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2270,2019,SA,8768,economy,MISSING,MISSING,3,USD,MISSING,MISSING,MISSING
2271,2019,TK,43,economy,JNB,IST,1,USD,JNB,IST,1400
2272,2019,TK,1907,economy,IST,ZRH,1,USD,IST,ZRH,400
2273,2019,U,22045,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2274,2019,U,22046,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2275,2019,U,28114,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2276,2019,U,28961,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2277,2019,VS,461,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2278,2019,,,economy,SVO,YKS,1,USD,MISSING,MISSING,900
2279,2019,,,economy,SVO,ZRH,1,USD,MISSING,MISSING,500
2280,2019,,,economy,YKS,SVO,1,USD,MISSING,MISSING,900
2281,2019,,,economy,ZRH,SVO,1,USD,MISSING,MISSING,500
2282,2019,AA,109,economy,LAX,HNL,1,USD,LAX,HNL,800
2283,2019,AA,1103,economy,LGA,MIA,1,USD,LGA,MIA,400
2284,2019,AA,1319,economy,PHX,JFK,1,USD,PHX,JFK,700
2285,2019,AA,6483,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2286,2019,LH,712,economy,FRA,ICN,1,USD,FRA,ICN,1700
2287,2019,LH,715,economy,HND,MUC,1,USD,HND,MUC,1800
2288,2019,LH,2372,economy,MUC,ZRH,1,USD,MUC,ZRH,200
2289,2019,LH,4913,economy,MISSING,ZRH,1,USD,MISSING,ZRH,MISSING
2290,2019,LH,5777,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2291,2019,LX,38,economy,ZRH,SFO,1,USD,ZRH,SFO,1800
2292,2019,LX,39,economy,SFO,ZRH,1,USD,SFO,ZRH,1800
2293,2019,LX,40,economy,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2294,2019,LX,41,business,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2295,2019,LX,161,economy,NRT,ZRH,1,USD,NRT,ZRH,1900
2296,2019,LX,1326,economy,ZRH,DME,4,USD,ZRH,DME,500
2297,2019,LX,1327,economy,DME,ZRH,4,USD,DME,ZRH,500
2298,2019,NH,73,economy,HND,CTS,2,USD,HND,CTS,300
2299,2019,NH,864,economy,GMP,HND,2,USD,GMP,HND,300
2300,2019,NH,2152,economy,CTS,NRT,1,USD,CTS,NRT,300
2301,2019,NH,6752,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2302,2019,NH,6977,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2303,2019,OS,191,economy,VIE,CGN,1,USD,VIE,CGN,200
2304,2019,OS,196,economy,BUD,VIE,1,USD,BUD,VIE,200
2305,2019,S,7109,economy,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2306,2019,S,7110,economy,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2307,2019,WK,74,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2308,2019,AY,1511,economy,HEL,ZRH,1,USD,HEL,ZRH,400
2309,2019,AY,1514,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2310,2019,,,economy,LIM,AQP,1,USD,MISSING,MISSING,200
2311,2019,DE,2291,economy,CPT,FRA,1,USD,CPT,FRA,1800
2312,2019,DE,2291,economy,CPT,FRA,1,USD,CPT,FRA,1800
2313,2019,EK,87,economy,DXB,ZRH,1,USD,DXB,ZRH,900
2314,2019,EK,2293,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2315,2019,FLZ,101,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2316,2019,IB,3471,economy,ZRH,MAD,2,USD,ZRH,MAD,300
2317,2019,IB,3474,economy,MAD,ZRH,2,USD,MAD,ZRH,300
2318,2019,IB,6650,premium_economy,LIM,MAD,2,USD,LIM,MAD,2100
2319,2019,IB,6659,premium_economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
2320,2019,KL,567,economy,DAR,AMS,1,USD,DAR,AMS,1400
2321,2019,KL,569,economy,AMS,JRO,1,USD,AMS,JRO,1300
2322,2019,KL,571,economy,DAR,AMS,2,USD,DAR,AMS,1400
2323,2019,KL,1952,economy,ZRH,AMS,2,USD,ZRH,AMS,200
2324,2019,KL,1957,economy,AMS,ZRH,2,USD,AMS,ZRH,200
2325,2019,KQ,760,economy,NBO,JNB,1,USD,NBO,JNB,600
2326,2019,KQ,785,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2327,2019,KQ,6722,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2328,2019,KQ,6723,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2329,2019,LA,2143,economy,MISSING,MISSING,3,USD,MISSING,MISSING,MISSING
2330,2019,LH,1182,economy,FRA,ZRH,1,USD,FRA,ZRH,200
2331,2019,LH,1184,economy,FRA,ZRH,1,USD,FRA,ZRH,200
2332,2019,LX,288,economy,ZRH,JNB,9,USD,ZRH,JNB,1600
2333,2019,LX,289,economy,JNB,ZRH,8,USD,JNB,ZRH,1600
2334,2019,QR,93,economy,DOH,ZRH,1,USD,DOH,ZRH,900
2335,2019,QR,96,economy,ZRH,DOH,2,USD,ZRH,DOH,900
2336,2019,QR,1353,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2337,2019,QR,1357,economy,JRO,DOH,2,USD,JRO,DOH,700
2338,2019,SA,7241,economy,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2339,2019,SA,7242,economy,MISSING,MISSING,4,USD,MISSING,MISSING,MISSING
2340,2019,SA,8642,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2341,2019,SA,8767,economy,MISSING,MISSING,13,USD,MISSING,MISSING,MISSING
2342,2019,SA,8768,economy,MISSING,MISSING,13,USD,MISSING,MISSING,MISSING
2343,2019,SA,8769,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2344,2019,,,economy,ACE,ZRH,1,USD,MISSING,MISSING,600
2345,2019,,,economy,LDU,BKI,1,USD,MISSING,MISSING,200
2346,2019,,,economy,TXL,ZRH,1,USD,MISSING,MISSING,200
2347,2019,,,economy,ZRH,ACE,1,USD,MISSING,MISSING,600
2348,2019,,,economy,ZRH,TXL,1,USD,MISSING,MISSING,200
2349,2019,AC,39,economy,YVR,KIX,1,USD,MISSING,MISSING,1500
2350,2019,AV,24,economy,LIM,BOG,1,USD,LIM,BOG,400
2351,2019,AV,9219,economy,BOG,CLO,1,USD,BOG,CLO,200
2352,2019,EJU,5864,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2353,2019,EJU,5873,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2354,2019,EK,88,economy,ZRH,DXB,1,USD,ZRH,DXB,900
2355,2019,EK,316,economy,DXB,KIX,1,USD,DXB,KIX,1500
2356,2019,LH,754,economy,FRA,BLR,1,USD,FRA,BLR,1400
2357,2019,LH,1185,economy,ZRH,FRA,1,USD,ZRH,FRA,200
2358,2019,LX,155,economy,BOM,ZRH,1,USD,BOM,ZRH,1300
2359,2019,LX,160,economy,ZRH,NRT,1,USD,ZRH,NRT,1900
2360,2019,LX,161,economy,NRT,ZRH,5,USD,NRT,ZRH,1900
2361,2019,LX,161,economy,NRT,ZRH,1,USD,NRT,ZRH,1900
2362,2019,LX,780,economy,ZRH,BRU,1,USD,ZRH,BRU,200
2363,2019,LX,781,economy,BRU,ZRH,1,USD,BRU,ZRH,200
2364,2019,LX,783,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2365,2019,LX,976,economy,ZRH,TXL,1,USD,ZRH,TXL,200
2366,2019,LX,981,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2367,2019,LX,982,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2368,2019,LX,983,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2369,2019,LX,1024,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
2370,2019,MH,53,economy,KIX,KUL,1,USD,KIX,KUL,1000
2371,2019,MH,2584,economy,KUL,MYY,1,USD,KUL,MYY,300
