RecID,year,fn_code,fn_number,cabin_class,DEPARTURE_AIRPORT,ARRIVAL_AIRPORT,Anzahl Flugsegmente,currencies,IATA_CODE_DEP,IATA_CODE_ARR,EMISSIONS_KGCO2EQ
5263,2018,,,economy,BUD,ZRH,1,USD,MISSING,MISSING,300
5264,2018,,,economy,ZRH,BUD,1,USD,MISSING,MISSING,300
5265,2018,AF,275,economy,NRT,CDG,1,USD,NRT,CDG,1900
5266,2018,AF,276,economy,CDG,NRT,1,USD,CDG,NRT,1900
5267,2018,AF,1115,economy,ZRH,CDG,1,USD,ZRH,CDG,200
5268,2018,AF,1414,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5269,2018,AF,7546,economy,ORY,MPL,2,USD,ORY,MPL,200
5270,2018,DL,66,economy,ATL,ZRH,1,USD,ATL,ZRH,1500
5271,2018,DL,67,economy,ATL,LAS,1,USD,ATL,LAS,600
5272,2018,DL,72,economy,ATL,AMS,1,USD,ATL,AMS,1400
5273,2018,DL,2081,economy,ATL,TPA,1,USD,ATL,TPA,200
5274,2018,EI,656,economy,DUB,FRA,1,USD,DUB,FRA,300
5275,2018,JL,221,economy,HND,KIX,1,USD,HND,KIX,200
5276,2018,KL,751,economy,AMS,UIO,1,USD,AMS,UIO,1900
5277,2018,KL,753,economy,AMS,UIO,1,USD,AMS,UIO,1900
5278,2018,KL,861,economy,AMS,NRT,1,USD,AMS,NRT,1800
5279,2018,KL,868,economy,KIX,AMS,1,USD,KIX,AMS,1800
5280,2018,KL,1961,economy,AMS,ZRH,1,USD,AMS,ZRH,200
5281,2018,KL,1964,economy,ZRH,AMS,1,USD,ZRH,AMS,200
5282,2018,LH,482,economy,FRA,TPA,1,USD,FRA,TPA,1500
5283,2018,LH,1187,economy,ZRH,FRA,1,USD,ZRH,FRA,200
5284,2018,LX,3605,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5285,2018,LX,4033,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5286,2018,TP,3,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5287,2018,TP,36,economy,FOR,LIS,1,USD,FOR,LIS,1100
5288,2018,TP,926,economy,LIS,ZRH,1,USD,LIS,ZRH,400
5289,2018,TP,931,economy,ZRH,LIS,1,USD,ZRH,LIS,400
5290,2018,U,26917,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5291,2018,U,27681,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5292,2018,UA,880,economy,IAH,LHR,1,USD,IAH,LHR,1500
5293,2018,UA,883,economy,LHR,EWR,1,USD,LHR,EWR,1100
5294,2018,UA,1008,economy,BOG,IAH,1,USD,BOG,IAH,700
5295,2018,UA,1558,economy,DCA,IAH,1,USD,DCA,IAH,400
5296,2018,V,72562,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5297,2018,VY,6247,economy,ZRH,BCN,1,USD,ZRH,BCN,300
5298,2018,VY,6248,economy,BCN,ZRH,1,USD,BCN,ZRH,300
5299,2018,,,economy,WAW,ZRH,1,USD,MISSING,MISSING,300
5300,2018,,,economy,ZRH,WAW,1,USD,MISSING,MISSING,300
5301,2018,LX,1348,economy,ZRH,WAW,1,USD,ZRH,WAW,300
5302,2018,LX,1353,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5303,2018,,,economy,SAN,ZRH,1,USD,MISSING,MISSING,1900
5304,2018,,,economy,TPA,ZRH,1,USD,MISSING,MISSING,1500
5305,2018,,,economy,ZRH,SAN,1,USD,MISSING,MISSING,1900
5306,2018,,,economy,ZRH,TPA,1,USD,MISSING,MISSING,1500
5307,2018,A,3826,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5308,2018,A,3827,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5309,2018,AC,6820,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5310,2018,OA,328,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5311,2018,U,21241,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5312,2018,U,21242,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5313,2018,U,27903,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5314,2018,U,27904,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5315,2018,,,economy,AMS,LYS,1,USD,MISSING,MISSING,200
5316,2018,,,economy,CDG,GIG,1,USD,MISSING,MISSING,1800
5317,2018,,,economy,EDI,ZRH,1,USD,MISSING,MISSING,300
5318,2018,,,economy,FOR,AMS,1,USD,MISSING,MISSING,1400
5319,2018,,,economy,GIG,NAT,1,USD,MISSING,MISSING,500
5320,2018,,,economy,LYS,CDG,1,USD,MISSING,MISSING,200
5321,2018,,,economy,NAT,FOR,1,USD,MISSING,MISSING,200
5322,2018,,,economy,NCL,ZRH,1,USD,MISSING,MISSING,300
5323,2018,,,economy,ZRH,EDI,1,USD,MISSING,MISSING,300
5324,2018,EW,9733,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5325,2018,EW,9766,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5326,2018,KL,701,economy,EZE,SCL,1,USD,EZE,SCL,300
5327,2018,KL,1770,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5328,2018,LA,642,economy,SCL,LIM,1,USD,SCL,LIM,500
5329,2018,LA,704,economy,MAD,FRA,1,USD,MAD,FRA,300
5330,2018,LA,2484,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5331,2018,LX,160,economy,ZRH,NRT,1,USD,ZRH,NRT,1900
5332,2018,LX,161,economy,NRT,ZRH,1,USD,NRT,ZRH,1900
5333,2018,TP,3,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5334,2018,TP,4,economy,NAT,LIS,1,USD,NAT,LIS,1100
5335,2018,TP,926,economy,LIS,ZRH,1,USD,LIS,ZRH,400
5336,2018,TP,931,economy,ZRH,LIS,1,USD,ZRH,LIS,400
5337,2018,U,21405,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5338,2018,U,22045,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5339,2018,U,24658,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5340,2018,U,28114,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5341,2018,U,28435,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5342,2018,VY,6201,economy,BCN,GVA,1,USD,BCN,GVA,200
5343,2018,,,economy,ZRH,NAP,2,USD,MISSING,MISSING,300
5344,2018,A,3852,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5345,2018,A,37303,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5346,2018,LX,1349,economy,WAW,ZRH,1,USD,WAW,ZRH,300
5347,2018,LX,1830,economy,ZRH,ATH,2,USD,ZRH,ATH,400
5348,2018,LX,1839,economy,ATH,ZRH,1,USD,ATH,ZRH,400
5349,2018,OA,66,economy,ATH,PAS,2,USD,ATH,PAS,100
5350,2018,OA,71,economy,JSY,ATH,2,USD,JSY,ATH,100
5351,2018,OA,318,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5352,2018,TG,612,business,BKK,CNX,1,USD,BKK,CNX,300
5353,2018,TG,613,business,CNX,BKK,1,USD,CNX,BKK,300
5354,2018,TG,970,business,BKK,ZRH,1,USD,BKK,ZRH,3400
5355,2018,TG,971,business,ZRH,BKK,1,USD,ZRH,BKK,3400
5356,2018,TP,928,economy,LIS,ZRH,1,USD,LIS,ZRH,400
5357,2018,U,21123,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5358,2018,U,21124,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5359,2018,U,24826,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5360,2018,U,27682,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5361,2018,VY,6249,economy,ZRH,BCN,1,USD,ZRH,BCN,300
5362,2018,VY,8844,economy,BCN,WAW,1,USD,BCN,WAW,400
5363,2018,LX,1955,economy,BCN,ZRH,1,USD,BCN,ZRH,300
5364,2018,LX,1956,economy,ZRH,BCN,1,USD,ZRH,BCN,300
5365,2018,AA,81,economy,LHR,DFW,1,USD,LHR,DFW,1500
5366,2018,AA,92,economy,PHL,ZRH,2,USD,PHL,ZRH,1200
5367,2018,AA,629,economy,FLL,PHL,1,USD,FLL,PHL,400
5368,2018,AA,674,economy,PHL,SAN,1,USD,PHL,SAN,800
5369,2018,AA,1616,economy,DFW,MID,1,USD,DFW,MID,400
5370,2018,AA,1844,economy,TPA,CLT,1,USD,TPA,CLT,300
5371,2018,AA,2273,economy,DFW,SAN,1,USD,DFW,SAN,400
5372,2018,AA,2698,economy,DFW,MCO,1,USD,DFW,MCO,400
5373,2018,AA,5735,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5374,2018,AA,5758,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5375,2018,AA,6154,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5376,2018,AA,6187,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5377,2018,AA,6483,economy,MISSING,MISSING,3,USD,MISSING,MISSING,MISSING
5378,2018,AA,6484,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5379,2018,LX,326,economy,ZRH,LHR,1,USD,ZRH,LHR,300
5380,2018,LX,339,economy,LHR,ZRH,1,USD,LHR,ZRH,300
5381,2018,LX,340,economy,ZRH,LHR,1,USD,ZRH,LHR,300
5382,2018,LX,461,economy,LCY,ZRH,1,USD,LCY,ZRH,200
5383,2018,LX,1710,economy,ZRH,NAP,1,USD,ZRH,NAP,300
5384,2018,LX,1711,economy,NAP,ZRH,1,USD,NAP,ZRH,300
5385,2018,KL,1046,economy,BRS,AMS,1,USD,BRS,AMS,200
5386,2018,KL,1053,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5387,2018,KL,1957,economy,AMS,ZRH,1,USD,AMS,ZRH,200
5388,2018,KL,1960,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5389,2018,LX,160,economy,ZRH,NRT,1,USD,ZRH,NRT,1900
5390,2018,LX,161,economy,NRT,ZRH,1,USD,NRT,ZRH,1900
5391,2018,LX,1577,economy,VIE,ZRH,1,USD,VIE,ZRH,200
5392,2018,LX,2084,economy,ZRH,LIS,1,USD,ZRH,LIS,400
5393,2018,LX,2085,economy,LIS,ZRH,1,USD,LIS,ZRH,400
5394,2018,LX,3552,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5395,2018,U,21241,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5396,2018,U,21242,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5397,2018,AA,92,economy,PHL,ZRH,1,USD,PHL,ZRH,1200
5398,2018,AA,93,economy,ZRH,PHL,1,USD,ZRH,PHL,1200
5399,2018,AA,809,economy,LAS,PHL,1,USD,LAS,PHL,700
5400,2018,AA,2082,economy,LAS,DFW,1,USD,LAS,DFW,400
5401,2018,LX,319,economy,LHR,ZRH,1,USD,LHR,ZRH,300
5402,2018,LX,381,economy,MAN,ZRH,1,USD,MAN,ZRH,300
5403,2018,LX,390,economy,ZRH,MAN,1,USD,ZRH,MAN,300
5404,2018,LX,829,economy,HAJ,ZRH,1,USD,HAJ,ZRH,200
5405,2018,LX,976,economy,ZRH,TXL,2,USD,ZRH,TXL,200
5406,2018,TS,183,economy,GLA,YYZ,1,USD,GLA,YYZ,1000
5407,2018,,,economy,BES,CDG,2,USD,MISSING,MISSING,200
5408,2018,,,economy,CDG,BES,2,USD,MISSING,MISSING,200
5409,2018,,,economy,CDG,JNB,1,USD,MISSING,MISSING,1700
5410,2018,,,economy,CDG,LHR,1,USD,MISSING,MISSING,200
5411,2018,,,economy,JNB,CDG,1,USD,MISSING,MISSING,1700
5412,2018,,,economy,LHR,CDG,1,USD,MISSING,MISSING,200
5413,2018,9E,3412,economy,DFW,MSP,1,USD,DFW,MSP,300
5414,2018,BA,54,economy,JNB,LHR,1,USD,JNB,LHR,1800
5415,2018,BA,55,economy,LHR,JNB,1,USD,LHR,JNB,1800
5416,2018,BA,306,economy,LHR,CDG,1,USD,LHR,CDG,200
5417,2018,BA,315,economy,CDG,LHR,1,USD,CDG,LHR,200
5418,2018,BA,720,economy,LHR,ZRH,1,USD,LHR,ZRH,300
5419,2018,BA,8760,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5420,2018,DL,10,economy,MSP,LHR,1,USD,MSP,LHR,1200
5421,2018,DL,165,economy,AMS,MSP,1,USD,AMS,MSP,1300
5422,2018,DL,407,economy,JFK,ZRH,1,USD,JFK,ZRH,1200
5423,2018,DL,2957,economy,SFO,LAX,1,USD,SFO,LAX,200
5424,2018,EK,235,economy,DXB,ORD,1,USD,DXB,ORD,2300
5425,2018,EK,766,economy,JNB,DXB,1,USD,JNB,DXB,1200
5426,2018,IB,3471,economy,ZRH,MAD,1,USD,ZRH,MAD,300
5427,2018,IB,6051,economy,MAD,JNB,1,USD,MAD,JNB,1600
5428,2018,KL,9582,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5429,2018,LH,1197,economy,ZRH,FRA,1,USD,ZRH,FRA,200
5430,2018,LX,288,economy,ZRH,JNB,2,USD,ZRH,JNB,1600
5431,2018,LX,289,economy,JNB,ZRH,2,USD,JNB,ZRH,1600
5432,2018,LX,1069,economy,FRA,ZRH,1,USD,FRA,ZRH,200
5433,2018,LX,1074,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5434,2018,MH,2584,economy,KUL,MYY,1,USD,KUL,MYY,300
5435,2018,SA,41,economy,VFA,JNB,1,USD,VFA,JNB,300
5436,2018,SA,260,economy,JNB,FRA,2,USD,JNB,FRA,1700
5437,2018,SA,261,economy,FRA,JNB,2,USD,FRA,JNB,1700
5438,2018,SA,7583,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5439,2018,SA,8767,economy,MISSING,MISSING,5,USD,MISSING,MISSING,MISSING
5440,2018,SA,8768,economy,MISSING,MISSING,5,USD,MISSING,MISSING,MISSING
5441,2018,U,22045,economy,MISSING,MISSING,3,USD,MISSING,MISSING,MISSING
5442,2018,U,22046,economy,MISSING,MISSING,3,USD,MISSING,MISSING,MISSING
5443,2018,VS,4041,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5444,2018,AF,1115,economy,ZRH,CDG,1,USD,ZRH,CDG,200
5445,2018,AF,1414,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5446,2018,AF,1415,economy,ZRH,CDG,1,USD,ZRH,CDG,200
5447,2018,AF,1614,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5448,2018,AF,7548,economy,ORY,MPL,1,USD,ORY,MPL,200
5449,2018,AF,7555,economy,MPL,ORY,1,USD,MPL,ORY,200
5450,2018,AF,7680,economy,CDG,MPL,1,USD,CDG,MPL,200
5451,2018,AF,7683,economy,MPL,CDG,1,USD,MPL,CDG,200
5452,2018,,,economy,EDI,ZRH,1,USD,MISSING,MISSING,300
5453,2018,,,economy,HEL,RVN,15,USD,MISSING,MISSING,200
5454,2018,,,economy,HEL,ZRH,15,USD,MISSING,MISSING,400
5455,2018,,,economy,RVN,HEL,15,USD,MISSING,MISSING,200
5456,2018,,,economy,ZRH,EDI,1,USD,MISSING,MISSING,300
5457,2018,,,economy,ZRH,HEL,15,USD,MISSING,MISSING,400
5458,2018,AY,534,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5459,2018,AY,639,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5460,2018,AY,1512,economy,ZRH,HEL,1,USD,ZRH,HEL,400
5461,2018,KL,569,economy,AMS,JRO,5,USD,AMS,JRO,1300
5462,2018,KL,571,economy,DAR,AMS,5,USD,DAR,AMS,1400
5463,2018,KL,1952,economy,ZRH,AMS,5,USD,ZRH,AMS,200
5464,2018,KL,1957,economy,AMS,ZRH,5,USD,AMS,ZRH,200
5465,2018,LX,38,economy,ZRH,SFO,1,USD,ZRH,SFO,1800
5466,2018,LX,41,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5467,2018,LX,324,economy,ZRH,LHR,1,USD,ZRH,LHR,300
5468,2018,LX,327,economy,LHR,ZRH,1,USD,LHR,ZRH,300
5469,2018,LX,2026,economy,ZRH,MAD,1,USD,ZRH,MAD,300
5470,2018,LX,2027,economy,MAD,ZRH,1,USD,MAD,ZRH,300
5471,2018,SK,1605,economy,ARN,ZRH,1,USD,ARN,ZRH,400
5472,2018,U,2895,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5473,2018,U,22046,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5474,2018,U,22047,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5475,2018,U,28114,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5476,2018,,,economy,DUS,NRT,1,USD,MISSING,MISSING,1800
5477,2018,,,economy,ZRH,DUS,1,USD,MISSING,MISSING,200
5478,2018,AF,1115,economy,ZRH,CDG,1,USD,ZRH,CDG,200
5479,2018,AF,1814,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5480,2018,AF,7680,economy,CDG,MPL,1,USD,CDG,MPL,200
5481,2018,AF,7683,economy,MPL,CDG,1,USD,MPL,CDG,200
5482,2018,LX,146,economy,ZRH,DEL,1,USD,ZRH,DEL,1200
5483,2018,LX,147,economy,DEL,ZRH,1,USD,DEL,ZRH,1200
5484,2018,LX,160,economy,ZRH,NRT,5,USD,ZRH,NRT,1900
5485,2018,LX,161,economy,NRT,ZRH,1,USD,NRT,ZRH,1900
5486,2018,LX,1027,economy,DUS,ZRH,1,USD,DUS,ZRH,200
5487,2018,NH,209,economy,NRT,DUS,1,USD,NRT,DUS,1800
5488,2018,NH,231,economy,NRT,BRU,1,USD,NRT,BRU,1800
5489,2018,NH,2176,economy,ITM,NRT,1,USD,ITM,NRT,200
5490,2018,NH,6758,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5491,2018,SQ,106,economy,SIN,KUL,1,USD,SIN,KUL,200
5492,2018,SQ,119,economy,KUL,SIN,1,USD,KUL,SIN,200
5493,2018,SQ,345,economy,ZRH,SIN,1,USD,ZRH,SIN,2000
5494,2018,SQ,346,economy,SIN,ZRH,1,USD,SIN,ZRH,2000
5495,2018,TK,1908,economy,ZRH,IST,1,USD,ZRH,IST,400
5496,2018,TK,1913,economy,IST,ZRH,1,USD,IST,ZRH,400
5497,2018,TK,2033,economy,KYA,IST,1,USD,KYA,IST,200
5498,2018,TK,2162,economy,IST,ESB,1,USD,IST,ESB,200
5499,2018,,,economy,HAN,ZRH,1,USD,MISSING,MISSING,1700
5500,2018,,,economy,ZRH,HAN,1,USD,MISSING,MISSING,1700
5501,2018,AF,1415,economy,ZRH,CDG,1,USD,ZRH,CDG,200
5502,2018,AF,1614,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5503,2018,AF,7548,economy,ORY,MPL,1,USD,ORY,MPL,200
5504,2018,AF,7555,economy,MPL,ORY,1,USD,MPL,ORY,200
5505,2018,EW,370,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5506,2018,EW,765,economy,ZRH,CGN,1,USD,ZRH,CGN,200
5507,2018,LX,1255,economy,ARN,ZRH,1,USD,ARN,ZRH,400
5508,2018,U,24611,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5509,2018,U,24612,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5510,2018,,,economy,MAD,MIA,1,USD,MISSING,MISSING,1400
5511,2018,,,economy,MIA,MDE,1,USD,MISSING,MISSING,500
5512,2018,,,economy,ZRH,MAD,1,USD,MISSING,MISSING,300
5513,2018,DE,2066,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5514,2018,DL,693,economy,CVG,ATL,1,USD,CVG,ATL,200
5515,2018,DL,5967,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5516,2018,DY,7012,economy,JFK,CPH,1,USD,JFK,CPH,1200
5517,2018,EK,87,economy,DXB,ZRH,1,USD,DXB,ZRH,900
5518,2018,EK,88,economy,ZRH,DXB,1,USD,ZRH,DXB,900
5519,2018,EK,346,economy,DXB,KUL,1,USD,DXB,KUL,1100
5520,2018,EK,347,economy,KUL,DXB,1,USD,KUL,DXB,1100
5521,2018,LH,1183,economy,ZRH,FRA,1,USD,ZRH,FRA,200
5522,2018,LX,52,economy,ZRH,BOS,1,USD,ZRH,BOS,1200
5523,2018,LX,53,economy,BOS,ZRH,1,USD,BOS,ZRH,1200
5524,2018,LX,391,economy,MAN,ZRH,1,USD,MAN,ZRH,300
5525,2018,LX,420,economy,ZRH,BHX,1,USD,ZRH,BHX,300
5526,2018,LX,424,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5527,2018,LX,425,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5528,2018,LX,456,economy,ZRH,LCY,2,USD,ZRH,LCY,200
5529,2018,LX,457,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5530,2018,LX,465,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5531,2018,LX,961,economy,TXL,ZRH,1,USD,TXL,ZRH,200
5532,2018,LX,978,economy,ZRH,TXL,1,USD,ZRH,TXL,200
5533,2018,LX,982,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5534,2018,LX,1952,economy,ZRH,BCN,1,USD,ZRH,BCN,300
5535,2018,LX,1955,economy,BCN,ZRH,1,USD,BCN,ZRH,300
5536,2018,MT,2863,economy,BOS,MAN,1,USD,BOS,MAN,1000
5537,2018,NK,504,economy,OAK,LAX,1,USD,OAK,LAX,200
5538,2018,U,28113,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5539,2018,U,28114,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5540,2018,LX,196,economy,ZRH,PEK,1,USD,ZRH,PEK,1500
5541,2018,LX,197,economy,PEK,ZRH,1,USD,PEK,ZRH,1500
5542,2018,LX,380,economy,ZRH,MAN,1,USD,ZRH,MAN,300
5543,2018,LX,391,economy,MAN,ZRH,1,USD,MAN,ZRH,300
5544,2018,LX,900,economy,ZRH,LEJ,1,USD,ZRH,LEJ,200
5545,2018,LX,901,economy,LEJ,ZRH,1,USD,LEJ,ZRH,200
5546,2018,U,24826,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5547,2018,,,economy,AMS,DTW,1,USD,MISSING,MISSING,1200
5548,2018,,,economy,ARN,ZRH,1,USD,MISSING,MISSING,400
5549,2018,,,economy,CBG,ZRH,1,USD,MISSING,MISSING,300
5550,2018,,,economy,DTW,MSN,1,USD,MISSING,MISSING,200
5551,2018,,,economy,IAD,VIE,1,USD,MISSING,MISSING,1400
5552,2018,,,economy,LLA,ARN,1,USD,MISSING,MISSING,200
5553,2018,,,economy,VIE,ZRH,1,USD,MISSING,MISSING,200
5554,2018,,,economy,ZRH,AMS,1,USD,MISSING,MISSING,200
5555,2018,,,economy,ZRH,ARN,1,USD,MISSING,MISSING,400
5556,2018,,,economy,ZRH,IAD,1,USD,MISSING,MISSING,1300
5557,2018,AF,1062,economy,CDG,ARN,1,USD,CDG,ARN,400
5558,2018,AF,1263,economy,ARN,CDG,1,USD,ARN,CDG,400
5559,2018,AF,7727,economy,NTE,CDG,1,USD,NTE,CDG,200
5560,2018,AF,7730,economy,CDG,NTE,1,USD,CDG,NTE,200
5561,2018,BP,32,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5562,2018,BP,54,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5563,2018,BP,204,economy,JNB,GBE,1,USD,JNB,GBE,200
5564,2018,BP,211,economy,MUB,JNB,1,USD,MUB,JNB,300
5565,2018,KL,1109,economy,AMS,ARN,1,USD,AMS,ARN,300
5566,2018,KL,1118,economy,ARN,AMS,1,USD,ARN,AMS,300
5567,2018,KL,1412,economy,LYS,AMS,1,USD,LYS,AMS,200
5568,2018,KL,1413,economy,AMS,LYS,1,USD,AMS,LYS,200
5569,2018,KL,2461,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5570,2018,KQ,263,economy,TNR,NBO,1,USD,TNR,NBO,500
5571,2018,LH,954,economy,FRA,BHX,1,USD,FRA,BHX,200
5572,2018,LH,1185,economy,ZRH,FRA,1,USD,ZRH,FRA,200
5573,2018,LX,288,economy,ZRH,JNB,1,USD,ZRH,JNB,1600
5574,2018,LX,289,economy,JNB,ZRH,1,USD,JNB,ZRH,1600
5575,2018,LX,420,economy,ZRH,BHX,1,USD,ZRH,BHX,300
5576,2018,LX,425,economy,MISSING,MISSING,2,USD,MISSING,MISSING,MISSING
5577,2018,LX,1255,economy,ARN,ZRH,1,USD,ARN,ZRH,400
5578,2018,LX,8194,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5579,2018,LX,8195,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5580,2018,MD,702,economy,MOQ,TNR,1,USD,MOQ,TNR,200
5581,2018,MD,702,economy,TNR,MOQ,1,USD,MOQ,TNR,200
5582,2018,PW,722,economy,JRO,MWZ,1,USD,JRO,MWZ,200
5583,2018,SA,7241,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5584,2018,SA,7242,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5585,2018,SA,8301,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5586,2018,SA,8302,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5587,2018,SA,8454,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5588,2018,SK,1606,economy,ZRH,ARN,2,USD,ZRH,ARN,400
5589,2018,SK,3515,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5590,2018,SK,8116,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5591,2018,TK,160,economy,IST,MRU,1,USD,IST,MRU,1400
5592,2018,TK,565,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5593,2018,TK,1909,economy,IST,ZRH,1,USD,IST,ZRH,400
5594,2018,TK,1914,economy,ZRH,IST,1,USD,ZRH,IST,400
5595,2018,AF,1340,economy,CDG,AMS,1,USD,CDG,AMS,200
5596,2018,AF,1510,economy,CDG,HAM,1,USD,CDG,HAM,200
5597,2018,AF,1511,economy,HAM,CDG,1,USD,HAM,CDG,200
5598,2018,AF,1814,economy,CDG,ZRH,1,USD,CDG,ZRH,200
5599,2018,AF,7369,economy,BES,ORY,1,USD,BES,ORY,200
5600,2018,AF,7665,economy,MRS,CDG,1,USD,MRS,CDG,200
5601,2018,AF,7684,economy,CDG,MPL,1,USD,CDG,MPL,200
5602,2018,AF,7737,economy,BES,CDG,1,USD,BES,CDG,200
5603,2018,AY,1512,economy,ZRH,HEL,1,USD,ZRH,HEL,400
5604,2018,AY,1513,economy,MISSING,MISSING,1,USD,MISSING,MISSING,MISSING
5605,2018,CX,402,economy,HKG,TPE,1,USD,HKG,TPE,300
5606,2018,CX,531,economy,TPE,HKG,1,USD,TPE,HKG,300
5607,2018,DL,407,economy,JFK,ZRH,1,USD,JFK,ZRH,1200
5608,2018,DL,408,economy,ZRH,JFK,1,USD,ZRH,JFK,1200
5609,2018,DL,466,economy,JFK,TLV,1,USD,JFK,TLV,1800
5610,2018,DL,2209,economy,MSP,SFO,1,USD,MSP,SFO,500
