"RecID","year","fn_code","fn_number","cabin_class","DEPARTURE_AIRPORT","ARRIVAL_AIRPORT","Anzahl Flugsegmente","currencies"
5005,2018,"LX","1674","economy",NA,NA,2,"USD"
5006,2018,"LX","1681","economy",NA,NA,1,"USD"
5007,2018,"LX","1952","economy",NA,NA,1,"USD"
5008,2018,"LX","1957","economy",NA,NA,1,"USD"
5009,2018,"LX","3208","economy",NA,NA,1,"USD"
5010,2018,"LX","3601","economy",NA,NA,1,"USD"
5011,2018,"LX","3612","economy",NA,NA,1,"USD"
5012,2018,"LX","4244","economy",NA,NA,1,"USD"
5013,2018,"LX","4247","economy",NA,NA,1,"USD"
5014,2018,"UA","45","economy",NA,NA,1,"USD"
5015,2018,"UA","946","economy",NA,NA,2,"USD"
5016,2018,"UA","2120","economy",NA,NA,1,"USD"
5019,2018,"HA","207","economy",NA,NA,1,"USD"
5020,2018,"HA","318","economy",NA,NA,1,"USD"
5021,2018,"KL","1958","economy",NA,NA,1,"USD"
5022,2018,"KL","1961","economy",NA,NA,1,"USD"
5023,2018,"LH","730","business",NA,NA,1,"USD"
5024,2018,"LH","797","business",NA,NA,1,"USD"
5025,2018,"LH","1184","business",NA,NA,1,"USD"
5026,2018,"LH","2373","business",NA,NA,1,"USD"
5027,2018,"LX","9","economy",NA,NA,1,"USD"
5028,2018,"LX","724","economy",NA,NA,1,"USD"
5029,2018,"LX","729","economy",NA,NA,1,"USD"
5030,2018,"LX","1111","economy",NA,NA,1,"USD"
5031,2018,"LX","1370","economy",NA,NA,1,"USD"
5032,2018,"LX","3807","economy",NA,NA,1,"USD"
5033,2018,"LX","8008","economy",NA,NA,1,"USD"
5034,2018,"MU","502","business",NA,NA,1,"USD"
5035,2018,"MU","571","business",NA,NA,1,"USD"
5036,2018,"MU","572","business",NA,NA,1,"USD"
5037,2018,"MU","723","business",NA,NA,1,"USD"
5038,2018,"TG","600","business",NA,NA,1,"USD"
5039,2018,"TG","607","business",NA,NA,1,"USD"
5040,2018,"TG","970","business",NA,NA,1,"USD"
5041,2018,"TG","971","business",NA,NA,1,"USD"
5042,2018,"UA","1500","economy",NA,NA,1,"USD"
5043,2018,"CP","5688","economy",NA,NA,1,"USD"
5044,2018,"CP","5831","economy",NA,NA,1,"USD"
5045,2018,"DL","142","economy",NA,NA,1,"USD"
5046,2018,"DL","143","economy",NA,NA,1,"USD"
5047,2018,"KL","9620","economy",NA,NA,1,"USD"
5048,2018,"LH","851","economy",NA,NA,1,"USD"
5049,2018,"LH","2371","economy",NA,NA,1,"USD"
5050,2018,"LH","2466","economy",NA,NA,1,"USD"
5051,2018,"LH","5778","economy",NA,NA,1,"USD"
5052,2018,"LX","464","economy",NA,NA,1,"USD"
5053,2018,"LX","633","economy",NA,NA,1,"USD"
5054,2018,"LX","638","economy",NA,NA,1,"USD"
5057,2018,"LX","2058","economy",NA,NA,1,"USD"
5058,2018,"LX","2059","economy",NA,NA,1,"USD"
5059,2018,"SK","606","economy",NA,NA,1,"USD"
5060,2018,"SK","1605","economy",NA,NA,1,"USD"
5061,2018,"U","22047","economy",NA,NA,1,"USD"
5062,2018,"UA","53","economy",NA,NA,1,"USD"
5063,2018,"UA","134","economy",NA,NA,1,"USD"
5064,2018,"UA","1937","economy",NA,NA,1,"USD"
5065,2018,"UA","2109","economy",NA,NA,1,"USD"
5066,2018,"WA","8180","economy",NA,NA,1,"USD"
5071,2018,"KE","917","economy",NA,NA,1,"USD"
5072,2018,"KE","918","economy",NA,NA,1,"USD"
5073,2018,"LH","953","economy",NA,NA,1,"USD"
5074,2018,"LH","956","economy",NA,NA,1,"USD"
5075,2018,"LH","1190","economy",NA,NA,1,"USD"
5076,2018,"LH","1191","economy",NA,NA,1,"USD"
5077,2018,"LX","52","economy",NA,NA,1,"USD"
5078,2018,"LX","55","business",NA,NA,1,"USD"
5079,2018,"LX","971","economy",NA,NA,1,"USD"
5080,2018,"LX","974","economy",NA,NA,1,"USD"
5081,2018,"LX","1068","economy",NA,NA,1,"USD"
5082,2018,"LX","8386","economy",NA,NA,1,"USD"
5083,2018,"LX","8387","economy",NA,NA,1,"USD"
5084,2018,"TK","90","economy",NA,NA,1,"USD"
5085,2018,"TK","91","economy",NA,NA,1,"USD"
5086,2018,"TK","1907","economy",NA,NA,1,"USD"
5087,2018,"TK","1910","economy",NA,NA,1,"USD"
5088,2018,"U","25637","economy",NA,NA,1,"USD"
5089,2018,"U","25638","economy",NA,NA,1,"USD"
5090,2018,"AC","878","economy",NA,NA,1,"USD"
5091,2018,"AF","1415","economy",NA,NA,1,"USD"
5092,2018,"AF","1814","economy",NA,NA,1,"USD"
5093,2018,"AF","6011","economy",NA,NA,1,"USD"
5094,2018,"AF","6012","economy",NA,NA,1,"USD"
5095,2018,"EY","73","economy",NA,NA,1,"USD"
5096,2018,"EY","74","economy",NA,NA,1,"USD"
5097,2018,"EY","470","economy",NA,NA,1,"USD"
5098,2018,"EY","473","economy",NA,NA,1,"USD"
5099,2018,"LX","86","economy",NA,NA,1,"USD"
5102,2018,"BA","709","economy",NA,NA,1,"USD"
5103,2018,"BA","1476","economy",NA,NA,1,"USD"
5104,2018,"BA","8725","economy",NA,NA,1,"USD"
5105,2018,"BA","8765","economy",NA,NA,1,"USD"
5106,2018,"LH","5783","economy",NA,NA,1,"USD"
5107,2018,"LX","38","economy",NA,NA,2,"USD"
5108,2018,"LX","39","economy",NA,NA,1,"USD"
5109,2018,"LX","1100","economy",NA,NA,1,"USD"
5110,2018,"LX","1105","economy",NA,NA,1,"USD"
5111,2018,"LX","1109","economy",NA,NA,1,"USD"
5112,2018,"LX","2084","economy",NA,NA,1,"USD"
5113,2018,"LX","2085","economy",NA,NA,1,"USD"
5114,2018,"SA","220","economy",NA,NA,1,"USD"
5115,2018,"TP","217","economy",NA,NA,1,"USD"
5116,2018,"TP","928","economy",NA,NA,1,"USD"
5117,2018,"TP","929","economy",NA,NA,1,"USD"
5118,2018,"TP","1868","economy",NA,NA,1,"USD"
5119,2018,"IB","475","economy",NA,NA,1,"USD"
5120,2018,"IB","3474","economy",NA,NA,1,"USD"
5121,2018,"IB","5051","economy",NA,NA,1,"USD"
5122,2018,"IB","5209","economy",NA,NA,1,"USD"
5123,2018,"LH","2395","economy",NA,NA,1,"USD"
5124,2018,"LH","2402","economy",NA,NA,1,"USD"
5126,2018,"EI","343","economy",NA,NA,1,"USD"
5127,2018,"LX","406","economy",NA,NA,1,"USD"
5128,2018,"LX","407","economy",NA,NA,1,"USD"
5129,2018,"AC","168","economy",NA,NA,1,"USD"
5130,2018,"AC","171","economy",NA,NA,1,"USD"
5131,2018,"LX","4640","economy",NA,NA,1,"USD"
5132,2018,"LX","4641","economy",NA,NA,1,"USD"
5133,2018,"AY","1512","economy",NA,NA,2,"USD"
5134,2018,"AY","1513","economy",NA,NA,2,"USD"
5135,2018,"BM","1822","economy",NA,NA,1,"USD"
5136,2018,"LX","560","economy",NA,NA,1,"USD"
5137,2018,"LX","561","economy",NA,NA,1,"USD"
5138,2018,"U","26237","economy",NA,NA,1,"USD"
5139,2018,"LX","176","economy",NA,NA,1,"USD"
5140,2018,"LX","318","economy",NA,NA,1,"USD"
5141,2018,"LX","339","economy",NA,NA,1,"USD"
5142,2018,"LX","4162","economy",NA,NA,1,"USD"
5143,2018,"LX","725","economy",NA,NA,1,"USD"
5144,2018,"UA","134","economy",NA,NA,1,"USD"
5145,2018,"UA","513","economy",NA,NA,1,"USD"
5146,2018,"UA","957","economy",NA,NA,1,"USD"
5147,2018,"UA","2429","economy",NA,NA,1,"USD"
5148,2018,"LX","1675","economy",NA,NA,1,"USD"
5149,2018,"LX","1678","economy",NA,NA,1,"USD"
5150,2018,"BA","709","economy",NA,NA,1,"USD"
5151,2018,"BA","718","economy",NA,NA,1,"USD"
5152,2018,"BA","5955","economy",NA,NA,1,"USD"
5153,2018,"BA","5966","economy",NA,NA,1,"USD"
5154,2018,"BA","6146","economy",NA,NA,1,"USD"
5155,2018,"BA","6147","economy",NA,NA,1,"USD"
5156,2018,"IB","475","business",NA,NA,1,"USD"
5157,2018,"IB","488","business",NA,NA,1,"USD"
5158,2018,"IB","3474","business",NA,NA,1,"USD"
5159,2018,"IB","3475","business",NA,NA,1,"USD"
5160,2018,"LX","964","economy",NA,NA,1,"USD"
5161,2018,"LX","981","economy",NA,NA,1,"USD"
5162,2018,"LX","976","economy",NA,NA,1,"USD"
5163,2018,"LX","3621","economy",NA,NA,1,"USD"
5166,2018,"AC","8048","economy",NA,NA,1,"USD"
5167,2018,"BA","755","economy",NA,NA,1,"USD"
5168,2018,"BA","756","economy",NA,NA,1,"USD"
5169,2018,"BA","1338","economy",NA,NA,1,"USD"
5170,2018,"DL","407","economy",NA,NA,1,"USD"
5171,2018,"DL","408","economy",NA,NA,1,"USD"
5172,2018,"EW","1941","economy",NA,NA,1,"USD"
5173,2018,"EW","9395","economy",NA,NA,1,"USD"
5174,2018,"EW","9768","economy",NA,NA,1,"USD"
5175,2018,"FI","533","economy",NA,NA,1,"USD"
5176,2018,"FI","568","economy",NA,NA,1,"USD"
5177,2018,"FI","603","economy",NA,NA,1,"USD"
5178,2018,"FI","630","economy",NA,NA,1,"USD"
5179,2018,"LH","163","economy",NA,NA,1,"USD"
5180,2018,"LH","5776","economy",NA,NA,1,"USD"
5181,2018,"LX","400","economy",NA,NA,1,"USD"
5182,2018,"LX","978","economy",NA,NA,1,"USD"
5183,2018,"LX","1249","economy",NA,NA,1,"USD"
5184,2018,"LX","4708","economy",NA,NA,1,"USD"
5185,2018,"OS","213","economy",NA,NA,1,"USD"
5186,2018,"OS","570","economy",NA,NA,1,"USD"
5187,2018,"SK","2720","economy",NA,NA,1,"USD"
5188,2018,"SK","4233","economy",NA,NA,1,"USD"
5189,2018,"U","22048","economy",NA,NA,1,"USD"
5190,2018,"U","28113","economy",NA,NA,1,"USD"
5191,2018,"U","28117","economy",NA,NA,1,"USD"
5192,2018,"U","28118","economy",NA,NA,1,"USD"
5193,2018,"WS","3478","economy",NA,NA,1,"USD"
5197,2018,"AT","263","economy",NA,NA,1,"USD"
5198,2018,"AT","983","economy",NA,NA,1,"USD"
5199,2018,"GA","166","economy",NA,NA,3,"USD"
5200,2018,"GA","409","economy",NA,NA,3,"USD"
5201,2018,"LX","294","economy",NA,NA,4,"USD"
5202,2018,"LX","968","economy",NA,NA,1,"USD"
5203,2018,"LX","2027","economy",NA,NA,1,"USD"
5204,2018,"LX","2032","economy",NA,NA,1,"USD"
5205,2018,"QG","686","economy",NA,NA,1,"USD"
5206,2018,"QG","953","economy",NA,NA,1,"USD"
5207,2018,"TP","36","economy",NA,NA,1,"USD"
5210,2018,"LX","968","economy",NA,NA,2,"USD"
5211,2018,"LX","977","economy",NA,NA,1,"USD"
5212,2018,"LX","981","economy",NA,NA,1,"USD"
5213,2018,"TP","5","economy",NA,NA,1,"USD"
5214,2018,"TP","8","economy",NA,NA,1,"USD"
5215,2018,"TP","926","economy",NA,NA,1,"USD"
5216,2018,"TP","937","economy",NA,NA,1,"USD"
5217,2018,"U","25874","economy",NA,NA,1,"USD"
5220,2018,"AA","1808","economy",NA,NA,1,"USD"
5221,2018,"AD","2577","economy",NA,NA,3,"USD"
5222,2018,"AD","5244","economy",NA,NA,3,"USD"
5223,2018,"AD","6406","economy",NA,NA,3,"USD"
5224,2018,"DL","44","economy",NA,NA,1,"USD"
5225,2018,"DL","407","economy",NA,NA,1,"USD"
5226,2018,"DL","408","economy",NA,NA,1,"USD"
5227,2018,"DL","459","economy",NA,NA,1,"USD"
5228,2018,"GA","118","economy",NA,NA,2,"USD"
5229,2018,"GA","185","economy",NA,NA,2,"USD"
5230,2018,"LX","294","economy",NA,NA,1,"USD"
5231,2018,"LX","296","economy",NA,NA,1,"USD"
5232,2018,"SQ","345","economy",NA,NA,2,"USD"
5233,2018,"SQ","346","economy",NA,NA,2,"USD"
5234,2018,"SQ","952","economy",NA,NA,2,"USD"
5235,2018,"SQ","967","economy",NA,NA,2,"USD"
5236,2018,"UA","630","economy",NA,NA,1,"USD"
5237,2018,"UA","1789","economy",NA,NA,1,"USD"
5238,2018,"BA","711","economy",NA,NA,1,"USD"
5239,2018,"BA","718","economy",NA,NA,1,"USD"
5240,2018,"EY","73","economy",NA,NA,2,"USD"
5241,2018,"EY","74","economy",NA,NA,2,"USD"
5242,2018,"EY","451","economy",NA,NA,2,"USD"
5243,2018,"EY","486","economy",NA,NA,2,"USD"
5244,2018,"LX","1017","business",NA,NA,1,"USD"
5245,2018,"LX","1028","business",NA,NA,1,"USD"
5246,2018,"LX","1575","economy",NA,NA,1,"USD"
5247,2018,"LX","1578","economy",NA,NA,1,"USD"
5248,2018,"SQ","213","business",NA,NA,1,"USD"
5249,2018,"SQ","214","business",NA,NA,1,"USD"
5250,2018,"SQ","345","business",NA,NA,1,"USD"
5251,2018,"SQ","346","business",NA,NA,1,"USD"
5252,2018,"ZL","2269","economy",NA,NA,2,"USD"
5253,2018,"AA","1152","business",NA,NA,2,"USD"
5254,2018,"AA","1251","business",NA,NA,2,"USD"
5255,2018,"FR","1519","economy",NA,NA,1,"USD"
5256,2018,"KL","1316","economy",NA,NA,1,"USD"
5257,2018,"KL","1961","economy",NA,NA,1,"USD"
5258,2018,"LX","15","business",NA,NA,2,"USD"
5259,2018,"LX","38","business",NA,NA,2,"USD"
5260,2018,"LX","556","economy",NA,NA,1,"USD"
5261,2018,"U","22046","economy",NA,NA,1,"USD"
5262,2018,"U","22047","economy",NA,NA,2,"USD"
5265,2018,"AF","275","economy",NA,NA,1,"USD"
5266,2018,"AF","276","economy",NA,NA,1,"USD"
5267,2018,"AF","1115","economy",NA,NA,1,"USD"
5268,2018,"AF","1414","economy",NA,NA,1,"USD"
5269,2018,"AF","7546","economy",NA,NA,2,"USD"
5270,2018,"DL","66","economy",NA,NA,1,"USD"
5271,2018,"DL","67","economy",NA,NA,1,"USD"
5272,2018,"DL","72","economy",NA,NA,1,"USD"
5273,2018,"DL","2081","economy",NA,NA,1,"USD"
5274,2018,"EI","656","economy",NA,NA,1,"USD"
5275,2018,"JL","221","economy",NA,NA,1,"USD"
5276,2018,"KL","751","economy",NA,NA,1,"USD"
5277,2018,"KL","753","economy",NA,NA,1,"USD"
5278,2018,"KL","861","economy",NA,NA,1,"USD"
5279,2018,"KL","868","economy",NA,NA,1,"USD"
5280,2018,"KL","1961","economy",NA,NA,1,"USD"
5281,2018,"KL","1964","economy",NA,NA,1,"USD"
5282,2018,"LH","482","economy",NA,NA,1,"USD"
5283,2018,"LH","1187","economy",NA,NA,1,"USD"
5284,2018,"LX","3605","economy",NA,NA,1,"USD"
5285,2018,"LX","4033","economy",NA,NA,1,"USD"
5286,2018,"TP","3","economy",NA,NA,1,"USD"
5287,2018,"TP","36","economy",NA,NA,1,"USD"
5288,2018,"TP","926","economy",NA,NA,1,"USD"
5289,2018,"TP","931","economy",NA,NA,1,"USD"
5290,2018,"U","26917","economy",NA,NA,1,"USD"
5291,2018,"U","27681","economy",NA,NA,1,"USD"
5292,2018,"UA","880","economy",NA,NA,1,"USD"
5293,2018,"UA","883","economy",NA,NA,1,"USD"
5294,2018,"UA","1008","economy",NA,NA,1,"USD"
5295,2018,"UA","1558","economy",NA,NA,1,"USD"
5296,2018,"V","72562","economy",NA,NA,1,"USD"
5297,2018,"VY","6247","economy",NA,NA,1,"USD"
5298,2018,"VY","6248","economy",NA,NA,1,"USD"
5301,2018,"LX","1348","economy",NA,NA,1,"USD"
5302,2018,"LX","1353","economy",NA,NA,1,"USD"
5307,2018,"A","3826","economy",NA,NA,1,"USD"
5308,2018,"A","3827","economy",NA,NA,1,"USD"
5309,2018,"AC","6820","economy",NA,NA,1,"USD"
5310,2018,"OA","328","economy",NA,NA,1,"USD"
5311,2018,"U","21241","economy",NA,NA,1,"USD"
5312,2018,"U","21242","economy",NA,NA,1,"USD"
5313,2018,"U","27903","economy",NA,NA,2,"USD"
5314,2018,"U","27904","economy",NA,NA,2,"USD"
5324,2018,"EW","9733","economy",NA,NA,1,"USD"
5325,2018,"EW","9766","economy",NA,NA,1,"USD"
5326,2018,"KL","701","economy",NA,NA,1,"USD"
5327,2018,"KL","1770","economy",NA,NA,1,"USD"
5328,2018,"LA","642","economy",NA,NA,1,"USD"
5329,2018,"LA","704","economy",NA,NA,1,"USD"
5330,2018,"LA","2484","economy",NA,NA,1,"USD"
5331,2018,"LX","160","economy",NA,NA,1,"USD"
5332,2018,"LX","161","economy",NA,NA,1,"USD"
5333,2018,"TP","3","economy",NA,NA,1,"USD"
5334,2018,"TP","4","economy",NA,NA,1,"USD"
5335,2018,"TP","926","economy",NA,NA,1,"USD"
5336,2018,"TP","931","economy",NA,NA,1,"USD"
5337,2018,"U","21405","economy",NA,NA,1,"USD"
5338,2018,"U","22045","economy",NA,NA,1,"USD"
5339,2018,"U","24658","economy",NA,NA,1,"USD"
5340,2018,"U","28114","economy",NA,NA,1,"USD"
5341,2018,"U","28435","economy",NA,NA,1,"USD"
5342,2018,"VY","6201","economy",NA,NA,1,"USD"
5344,2018,"A","3852","economy",NA,NA,1,"USD"
5345,2018,"A","37303","economy",NA,NA,1,"USD"
5346,2018,"LX","1349","economy",NA,NA,1,"USD"
5347,2018,"LX","1830","economy",NA,NA,2,"USD"
5348,2018,"LX","1839","economy",NA,NA,1,"USD"
5349,2018,"OA","66","economy",NA,NA,2,"USD"
5350,2018,"OA","71","economy",NA,NA,2,"USD"
5351,2018,"OA","318","economy",NA,NA,1,"USD"
5352,2018,"TG","612","business",NA,NA,1,"USD"
5353,2018,"TG","613","business",NA,NA,1,"USD"
5354,2018,"TG","970","business",NA,NA,1,"USD"
5355,2018,"TG","971","business",NA,NA,1,"USD"
5356,2018,"TP","928","economy",NA,NA,1,"USD"
5357,2018,"U","21123","economy",NA,NA,1,"USD"
5358,2018,"U","21124","economy",NA,NA,2,"USD"
5359,2018,"U","24826","economy",NA,NA,1,"USD"
5360,2018,"U","27682","economy",NA,NA,1,"USD"
5361,2018,"VY","6249","economy",NA,NA,1,"USD"
5362,2018,"VY","8844","economy",NA,NA,1,"USD"
5363,2018,"LX","1955","economy",NA,NA,1,"USD"
5364,2018,"LX","1956","economy",NA,NA,1,"USD"
5365,2018,"AA","81","economy",NA,NA,1,"USD"
5366,2018,"AA","92","economy",NA,NA,2,"USD"
5367,2018,"AA","629","economy",NA,NA,1,"USD"
5368,2018,"AA","674","economy",NA,NA,1,"USD"
5369,2018,"AA","1616","economy",NA,NA,1,"USD"
5370,2018,"AA","1844","economy",NA,NA,1,"USD"
5371,2018,"AA","2273","economy",NA,NA,1,"USD"
5372,2018,"AA","2698","economy",NA,NA,1,"USD"
5373,2018,"AA","5735","economy",NA,NA,1,"USD"
5374,2018,"AA","5758","economy",NA,NA,2,"USD"
5375,2018,"AA","6154","economy",NA,NA,2,"USD"
5376,2018,"AA","6187","economy",NA,NA,1,"USD"
5377,2018,"AA","6483","economy",NA,NA,3,"USD"
5378,2018,"AA","6484","economy",NA,NA,1,"USD"
5379,2018,"LX","326","economy",NA,NA,1,"USD"
5380,2018,"LX","339","economy",NA,NA,1,"USD"
5381,2018,"LX","340","economy",NA,NA,1,"USD"
5382,2018,"LX","461","economy",NA,NA,1,"USD"
5383,2018,"LX","1710","economy",NA,NA,1,"USD"
5384,2018,"LX","1711","economy",NA,NA,1,"USD"
5385,2018,"KL","1046","economy",NA,NA,1,"USD"
5386,2018,"KL","1053","economy",NA,NA,1,"USD"
5387,2018,"KL","1957","economy",NA,NA,1,"USD"
5388,2018,"KL","1960","economy",NA,NA,1,"USD"
5389,2018,"LX","160","economy",NA,NA,1,"USD"
5390,2018,"LX","161","economy",NA,NA,1,"USD"
5391,2018,"LX","1577","economy",NA,NA,1,"USD"
5392,2018,"LX","2084","economy",NA,NA,1,"USD"
5393,2018,"LX","2085","economy",NA,NA,1,"USD"
5394,2018,"LX","3552","economy",NA,NA,1,"USD"
5395,2018,"U","21241","economy",NA,NA,2,"USD"
5396,2018,"U","21242","economy",NA,NA,1,"USD"
5397,2018,"AA","92","economy",NA,NA,1,"USD"
5398,2018,"AA","93","economy",NA,NA,1,"USD"
5399,2018,"AA","809","economy",NA,NA,1,"USD"
5400,2018,"AA","2082","economy",NA,NA,1,"USD"
5401,2018,"LX","319","economy",NA,NA,1,"USD"
5402,2018,"LX","381","economy",NA,NA,1,"USD"
5403,2018,"LX","390","economy",NA,NA,1,"USD"
5404,2018,"LX","829","economy",NA,NA,1,"USD"
5405,2018,"LX","976","economy",NA,NA,2,"USD"
5406,2018,"TS","183","economy",NA,NA,1,"USD"
5413,2018,"9E","3412","economy",NA,NA,1,"USD"
5414,2018,"BA","54","economy",NA,NA,1,"USD"
5415,2018,"BA","55","economy",NA,NA,1,"USD"
5416,2018,"BA","306","economy",NA,NA,1,"USD"
5417,2018,"BA","315","economy",NA,NA,1,"USD"
5418,2018,"BA","720","economy",NA,NA,1,"USD"
5419,2018,"BA","8760","economy",NA,NA,1,"USD"
5420,2018,"DL","10","economy",NA,NA,1,"USD"
5421,2018,"DL","165","economy",NA,NA,1,"USD"
5422,2018,"DL","407","economy",NA,NA,1,"USD"
5423,2018,"DL","2957","economy",NA,NA,1,"USD"
5424,2018,"EK","235","economy",NA,NA,1,"USD"
5425,2018,"EK","766","economy",NA,NA,1,"USD"
5426,2018,"IB","3471","economy",NA,NA,1,"USD"
5427,2018,"IB","6051","economy",NA,NA,1,"USD"
5428,2018,"KL","9582","economy",NA,NA,1,"USD"
5429,2018,"LH","1197","economy",NA,NA,1,"USD"
5430,2018,"LX","288","economy",NA,NA,2,"USD"
5431,2018,"LX","289","economy",NA,NA,2,"USD"
5432,2018,"LX","1069","economy",NA,NA,1,"USD"
5433,2018,"LX","1074","economy",NA,NA,1,"USD"
5434,2018,"MH","2584","economy",NA,NA,1,"USD"
5435,2018,"SA","41","economy",NA,NA,1,"USD"
5436,2018,"SA","260","economy",NA,NA,2,"USD"
5437,2018,"SA","261","economy",NA,NA,2,"USD"
5438,2018,"SA","7583","economy",NA,NA,1,"USD"
5439,2018,"SA","8767","economy",NA,NA,5,"USD"
5440,2018,"SA","8768","economy",NA,NA,5,"USD"
5441,2018,"U","22045","economy",NA,NA,3,"USD"
5442,2018,"U","22046","economy",NA,NA,3,"USD"
5443,2018,"VS","4041","economy",NA,NA,1,"USD"
5444,2018,"AF","1115","economy",NA,NA,1,"USD"
5445,2018,"AF","1414","economy",NA,NA,1,"USD"
5446,2018,"AF","1415","economy",NA,NA,1,"USD"
5447,2018,"AF","1614","economy",NA,NA,1,"USD"
5448,2018,"AF","7548","economy",NA,NA,1,"USD"
5449,2018,"AF","7555","economy",NA,NA,1,"USD"
5450,2018,"AF","7680","economy",NA,NA,1,"USD"
5451,2018,"AF","7683","economy",NA,NA,1,"USD"
5458,2018,"AY","534","economy",NA,NA,1,"USD"
5459,2018,"AY","639","economy",NA,NA,1,"USD"
5460,2018,"AY","1512","economy",NA,NA,1,"USD"
5461,2018,"KL","569","economy",NA,NA,5,"USD"
5462,2018,"KL","571","economy",NA,NA,5,"USD"
5465,2018,"LX","38","economy",NA,NA,1,"USD"
5466,2018,"LX","41","economy",NA,NA,1,"USD"
5467,2018,"LX","324","economy",NA,NA,1,"USD"
5468,2018,"LX","327","economy",NA,NA,1,"USD"
5469,2018,"LX","2026","economy",NA,NA,1,"USD"
5470,2018,"LX","2027","economy",NA,NA,1,"USD"
5471,2018,"SK","1605","economy",NA,NA,1,"USD"
5472,2018,"U","2895","economy",NA,NA,1,"USD"
5473,2018,"U","22046","economy",NA,NA,1,"USD"
5474,2018,"U","22047","economy",NA,NA,1,"USD"
5475,2018,"U","28114","economy",NA,NA,1,"USD"
5478,2018,"AF","1115","economy",NA,NA,1,"USD"
5479,2018,"AF","1814","economy",NA,NA,1,"USD"
5480,2018,"AF","7680","economy",NA,NA,1,"USD"
5481,2018,"AF","7683","economy",NA,NA,1,"USD"
5482,2018,"LX","146","economy",NA,NA,1,"USD"
5483,2018,"LX","147","economy",NA,NA,1,"USD"
5484,2018,"LX","160","economy",NA,NA,5,"USD"
5485,2018,"LX","161","economy",NA,NA,1,"USD"
5488,2018,"NH","231","economy",NA,NA,1,"USD"
5489,2018,"NH","2176","economy",NA,NA,1,"USD"
5490,2018,"NH","6758","economy",NA,NA,1,"USD"
5491,2018,"SQ","106","economy",NA,NA,1,"USD"
5492,2018,"SQ","119","economy",NA,NA,1,"USD"
5493,2018,"SQ","345","economy",NA,NA,1,"USD"
5494,2018,"SQ","346","economy",NA,NA,1,"USD"
5495,2018,"TK","1908","economy",NA,NA,1,"USD"
5496,2018,"TK","1913","economy",NA,NA,1,"USD"
5497,2018,"TK","2033","economy",NA,NA,1,"USD"
5498,2018,"TK","2162","economy",NA,NA,1,"USD"
5501,2018,"AF","1415","economy",NA,NA,1,"USD"
5502,2018,"AF","1614","economy",NA,NA,1,"USD"
5503,2018,"AF","7548","economy",NA,NA,1,"USD"
5504,2018,"AF","7555","economy",NA,NA,1,"USD"
5505,2018,"EW","370","economy",NA,NA,1,"USD"
5506,2018,"EW","765","economy",NA,NA,1,"USD"
5507,2018,"LX","1255","economy",NA,NA,1,"USD"
5508,2018,"U","24611","economy",NA,NA,1,"USD"
5509,2018,"U","24612","economy",NA,NA,1,"USD"
5513,2018,"DE","2066","economy",NA,NA,1,"USD"
5514,2018,"DL","693","economy",NA,NA,1,"USD"
5515,2018,"DL","5967","economy",NA,NA,1,"USD"
5516,2018,"DY","7012","economy",NA,NA,1,"USD"
5517,2018,"EK","87","economy",NA,NA,1,"USD"
5518,2018,"EK","88","economy",NA,NA,1,"USD"
5519,2018,"EK","346","economy",NA,NA,1,"USD"
5520,2018,"EK","347","economy",NA,NA,1,"USD"
5521,2018,"LH","1183","economy",NA,NA,1,"USD"
5522,2018,"LX","52","economy",NA,NA,1,"USD"
5523,2018,"LX","53","economy",NA,NA,1,"USD"
5524,2018,"LX","391","economy",NA,NA,1,"USD"
5525,2018,"LX","420","economy",NA,NA,1,"USD"
5526,2018,"LX","424","economy",NA,NA,1,"USD"
5527,2018,"LX","425","economy",NA,NA,1,"USD"
5528,2018,"LX","456","economy",NA,NA,2,"USD"
5529,2018,"LX","457","economy",NA,NA,1,"USD"
5530,2018,"LX","465","economy",NA,NA,1,"USD"
5531,2018,"LX","961","economy",NA,NA,1,"USD"
5532,2018,"LX","978","economy",NA,NA,1,"USD"
5533,2018,"LX","982","economy",NA,NA,1,"USD"
5534,2018,"LX","1952","economy",NA,NA,1,"USD"
5535,2018,"LX","1955","economy",NA,NA,1,"USD"
5536,2018,"MT","2863","economy",NA,NA,1,"USD"
5537,2018,"NK","504","economy",NA,NA,1,"USD"
5538,2018,"U","28113","economy",NA,NA,1,"USD"
5539,2018,"U","28114","economy",NA,NA,1,"USD"
5540,2018,"LX","196","economy",NA,NA,1,"USD"
5541,2018,"LX","197","economy",NA,NA,1,"USD"
5542,2018,"LX","380","economy",NA,NA,1,"USD"
5543,2018,"LX","391","economy",NA,NA,1,"USD"
5544,2018,"LX","900","economy",NA,NA,1,"USD"
5545,2018,"LX","901","economy",NA,NA,1,"USD"
5546,2018,"U","24826","economy",NA,NA,1,"USD"
5557,2018,"AF","1062","economy",NA,NA,1,"USD"
5558,2018,"AF","1263","economy",NA,NA,1,"USD"
5559,2018,"AF","7727","economy",NA,NA,1,"USD"
5560,2018,"AF","7730","economy",NA,NA,1,"USD"
5561,2018,"BP","32","economy",NA,NA,1,"USD"
5562,2018,"BP","54","economy",NA,NA,1,"USD"
5563,2018,"BP","204","economy",NA,NA,1,"USD"
5564,2018,"BP","211","economy",NA,NA,1,"USD"
5565,2018,"KL","1109","economy",NA,NA,1,"USD"
